User ID,Gender,Age,EstimatedSalary,Purchased,ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion
15694829,Female,32,150000,1,734881,936,108766,30-34,F,31,4259,1,1.570000052,1,1
15663939,Female,31,118000,1,734903,936,108770,30-34,F,64,5323,1,1.289999962,1,1
15675949,Female,33,149000,1,738006,936,109717,30-34,F,27,34740,7,13.41000009,1,1
15598840,Female,32,135000,1,747790,936,110932,30-34,F,10,2077,0,0,1,1
15694288,Female,32,117000,1,734854,936,108762,30-34,F,27,57022,13,20.29000032,3,3
15727696,Male,30,135000,1,708746,916,103916,30-34,M,15,7350,1,1.429999948,2,1
15583681,Male,32,120000,1,708818,916,103928,30-34,M,28,4133,1,1.289999962,1,1
15651983,Male,34,112000,1,708820,916,103929,30-34,M,29,1915,0,0,1,1
15687491,Male,30,107000,1,708895,916,103941,30-34,M,16,10951,1,1.269999981,1,1
15744279,Male,32,100000,1,709059,916,103968,30-34,M,20,14669,7,10.28000021,1,1
15704987,Male,32,18000,0,708749,916,103917,30-34,M,16,17861,2,1.820000023,2,0
15669656,Male,31,18000,0,708771,916,103920,30-34,M,20,693,0,0,1,0
15581198,Male,31,74000,0,708815,916,103928,30-34,M,28,4259,1,1.25,1,0
15689425,Male,30,49000,0,708889,916,103940,30-34,M,15,15615,3,4.769999981,1,0
15792008,Male,30,15000,0,708953,916,103951,30-34,M,27,2355,1,1.5,1,0
15592877,Male,32,18000,0,708958,916,103952,30-34,M,28,9502,3,3.159999967,1,0
15595917,Male,30,80000,0,708979,916,103955,30-34,M,31,1224,0,0,1,0
15722758,Male,30,17000,0,709023,916,103962,30-34,M,7,735,0,0,1,0
15675185,Male,31,58000,0,709038,916,103965,30-34,M,16,5117,0,0,1,0
15801247,Male,33,31000,0,709040,916,103965,30-34,M,16,5120,0,0,1,0
15725660,Male,30,87000,0,709115,916,103978,30-34,M,30,2305,1,0.569999993,1,0
15783029,Male,30,89000,0,734215,936,108655,30-34,M,15,13659,3,3.840000033,1,0
15699247,Male,31,76000,0,734266,936,108664,30-34,M,25,605,0,0,1,0
15570932,Male,34,115000,0,734272,936,108665,30-34,M,26,1030,0,0,1,0
15603319,Male,33,43000,0,734290,936,108668,30-34,M,29,5374,1,1.039999962,4,0
15814816,Male,31,66000,0,734314,936,108672,30-34,M,36,962,0,0,1,0
15667742,Male,34,43000,0,736869,936,109448,30-34,M,2,2338,1,0.239999995,1,0
15690188,Female,33,28000,0,710617,916,104228,30-34,F,15,5014,1,1.190000057,1,0
15591915,Female,33,51000,0,710623,916,104229,30-34,F,16,38726,7,9.220000267,1,0
15793813,Female,31,89000,0,710628,916,104230,30-34,F,18,1473,0,0,1,0
15789109,Female,32,117000,0,710682,916,104239,30-34,F,27,1186,0,0,1,0
15595324,Female,31,68000,0,710763,916,104252,30-34,F,15,5369,1,1.50999999,1,0
15782530,Female,33,113000,0,710867,916,104270,30-34,F,63,1185,0,0,1,0
15798659,Female,30,62000,0,710880,916,104272,30-34,F,65,13019,5,6.960000038,1,0
15636428,Female,30,116000,0,734794,936,108752,30-34,F,16,4010,0,0,1,0
15584545,Female,32,86000,0,734800,936,108753,30-34,F,18,1635,0,0,1,0
15622833,Female,34,25000,0,734803,936,108753,30-34,F,18,1631,0,0,1,0
15610140,Female,31,15000,0,734852,936,108761,30-34,F,26,13479,3,4.25,1,0
15697574,Female,33,69000,0,734866,936,108764,30-34,F,29,11803,3,4.440000057,1,0
15581654,Female,34,43000,0,734901,936,108770,30-34,F,64,1554,0,0,1,0
15644296,Female,34,72000,0,779622,936,116061,30-34,F,15,8613,1,0.889999986,2,0
15673367,Female,31,34000,0,779645,936,116065,30-34,F,16,27289,3,4.429999828,1,0
15774727,Female,31,71000,0,779715,936,116077,30-34,F,29,20409,4,3.829999924,1,0
15759066,Female,33,60000,0,779716,936,116077,30-34,F,29,8044,1,1.110000014,1,0
15571059,Female,33,41000,0,779738,936,116081,30-34,F,28,15645,4,5.349999905,1,0
15738448,Female,30,79000,0,779918,936,116111,30-34,F,18,8469,2,3.089999914,1,0
15727311,Female,35,65000,0,710961,916,104285,35-39,F,25,2508,1,1.220000029,1,0
15671655,Female,35,23000,0,711217,916,104328,35-39,F,20,2783,1,1.600000024,1,0
15709441,Female,35,44000,0,734999,936,108786,35-39,F,27,20277,6,8.050000072,1,0
15710257,Female,35,25000,0,735033,936,108792,35-39,F,36,652,0,0,0,0
15697997,Female,38,80000,0,735048,936,108794,35-39,F,64,1393,0,0,1,0
15665416,Female,39,71000,0,747968,936,110962,35-39,F,21,512,0,0,0,0
15660200,Female,37,71000,0,747991,936,110966,35-39,F,25,4868,2,2.420000076,1,0
15811613,Female,36,75000,0,748000,936,110967,35-39,F,26,6585,2,2.950000048,1,0
15697020,Female,39,61000,0,748014,936,110970,35-39,F,29,11182,4,4.449999809,1,0
15619087,Female,36,50000,0,748045,936,110975,35-39,F,63,1238,0,0,1,0
15599533,Female,37,33000,0,778722,936,115898,35-39,F,64,41785,14,19.10000038,1,0
15614827,Female,35,71000,0,778756,936,115904,35-39,F,63,5602,1,1.580000043,1,0
15609653,Female,35,47000,0,778964,936,115938,35-39,F,27,112460,25,41.29000068,1,0
15575002,Female,35,60000,0,779106,936,115962,35-39,F,30,14670,7,9.410000324,1,0
15619407,Female,38,112000,0,779573,936,116053,35-39,F,10,89527,24,32.28999996,1,0
15753874,Female,37,80000,0,779608,936,116059,35-39,F,15,2459,0,0,1,0
15638003,Female,35,50000,0,779631,936,116063,35-39,F,16,9730,1,1.379999995,1,0
15811177,Female,35,77000,0,781195,936,116345,35-39,F,63,18234,6,7.810000062,1,0
15767681,Female,35,72000,0,781207,936,116347,35-39,F,64,2755,0,0,1,0
15631070,Female,37,62000,0,781303,936,116363,35-39,F,27,73676,20,28.5,1,0
15566689,Female,35,57000,0,781305,936,116363,35-39,F,27,18421,7,10.07999992,1,0
15725794,Female,36,63000,0,781354,936,116371,35-39,F,10,6424,1,0.529999971,1,0
15652400,Female,38,50000,0,782706,936,116597,35-39,F,30,761,0,0,1,0
15733964,Female,38,50000,0,782754,936,116605,35-39,F,26,6532,1,1.610000014,1,0
15747097,Female,39,79000,0,951294,936,123643,35-39,F,15,699,0,0,1,0
15601550,Female,36,54000,0,951305,936,123644,35-39,F,10,1104,0,0,1,0
15810800,Female,38,55000,0,951677,936,123706,35-39,F,27,2563,1,1.480000019,1,0
15717560,Female,38,65000,0,951692,936,123709,35-39,F,10,1107,0,0,1,0
15750335,Female,37,57000,0,951756,936,123720,35-39,F,22,2189,1,0.409999996,1,0
15629885,Female,39,73000,0,951810,936,123729,35-39,F,16,2226,0,0,1,0
15793890,Female,37,80000,0,951812,936,123729,35-39,F,16,16274,4,6.079999924,2,0
15757632,Female,39,59000,0,1121889,1178,144672,35-39,F,10,127546,25,38.94000041,2,0
15810944,Male,35,20000,0,709179,916,103988,35-39,M,15,4627,1,1.690000057,1,0
15713144,Male,35,27000,0,709323,916,104012,35-39,M,15,7132,2,2.609999895,1,0
15772798,Male,35,108000,0,709326,916,104013,35-39,M,16,12190,2,3.049999952,1,0
15668385,Male,39,42000,0,709455,916,104034,35-39,M,7,559,0,0,1,0
15711218,Male,35,88000,0,734399,936,108686,35-39,M,23,239,0,0,1,0
15682268,Male,35,50000,0,734418,936,108689,35-39,M,26,591,0,0,1,0
15575694,Male,35,73000,0,734421,936,108690,35-39,M,27,10332,4,5.75,1,0
15619653,Male,38,61000,0,734427,936,108691,35-39,M,28,8259,3,3.980000019,1,0
15773447,Male,37,55000,0,734433,936,108692,35-39,M,29,12158,3,4.449999928,1,0
15679297,Male,35,75000,0,737097,936,109498,35-39,M,7,715,0,0,1,0
15591433,Male,36,52000,0,737130,936,109507,35-39,M,16,11199,2,2.680000067,1,0
15741049,Male,37,72000,0,737320,936,109553,35-39,M,63,5676,2,3.00999999,1,0
15574305,Male,35,53000,0,747370,936,110862,35-39,M,16,2936,0,0,1,0
15617134,Male,35,59000,0,747435,936,110873,35-39,M,28,1032,0,0,1,0
15757837,Male,35,38000,0,776840,936,115571,35-39,M,36,2797,1,1.289999962,1,0
15674206,Male,35,72000,0,777130,936,115619,35-39,M,16,6260,0,0,1,0
15708228,Male,35,22000,0,777131,936,115619,35-39,M,16,6359,0,0,1,0
15628523,Male,35,39000,0,778037,936,115784,35-39,M,27,14615,4,6.050000191,1,0
15657163,Male,35,58000,0,778113,936,115796,35-39,M,29,4595,0,0,1,0
15622171,Male,37,53000,0,778148,936,115802,35-39,M,28,3199,0,0,1,0
15694453,Male,39,42000,0,778674,936,115890,35-39,M,29,3732,0,0,1,0
15736228,Male,38,59000,0,779944,936,116115,35-39,M,10,2549,0,0,1,0
15723373,Male,37,52000,0,779979,936,116121,35-39,M,16,25817,4,6.019999981,1,0
15581282,Male,37,74000,0,781470,936,116391,35-39,M,16,6016,0,0,1,0
15734312,Male,38,71000,0,781499,936,116395,35-39,M,15,6412,1,1.370000005,1,0
15685536,Male,35,61000,0,781606,936,116413,35-39,M,20,8200,3,3.919999957,1,0
15760570,Male,37,77000,0,950326,936,123481,35-39,M,16,6607,1,1.320000052,2,0
15684861,Male,35,55000,0,950772,936,123556,35-39,M,28,460,0,0,1,0
15623502,Male,36,60000,0,950773,936,123556,35-39,M,28,471,0,0,1,0
15693264,Male,38,51000,0,950776,936,123556,35-39,M,28,2633,1,1.070000052,1,0
15612465,Male,35,79000,0,950808,936,123562,35-39,M,32,398,0,0,1,0
15776844,Male,35,75000,0,951133,936,123616,35-39,M,16,9948,2,2.720000029,2,0
15579212,Male,39,77000,0,1121289,1178,144572,35-39,M,10,98066,9,16.1500001,1,0
15721835,Male,38,61000,0,1121291,1178,144572,35-39,M,10,52553,5,8.529999852,1,0
15591279,Male,37,75000,0,1121303,1178,144574,35-39,M,16,84494,7,12.57000017,2,0
15779744,Male,38,71000,0,1121317,1178,144576,35-39,M,19,76355,9,14.62999988,2,0
15627220,Male,39,71000,0,1121330,1178,144578,35-39,M,21,21743,2,3.400000095,1,0
15755018,Male,36,33000,0,1121333,1178,144579,35-39,M,22,88970,10,14.8300004,2,0
15663161,Male,35,91000,1,709183,916,103989,35-39,M,16,21026,4,4.630000114,2,1
15694879,Male,37,144000,1,709320,916,104012,35-39,M,15,1422,0,0,1,1
15680587,Male,36,144000,1,709327,916,104013,35-39,M,16,12193,2,3.059999943,1,1
15589449,Male,39,106000,1,709328,916,104013,35-39,M,16,3332,0,0,1,1
15750447,Male,37,70000,1,709544,916,104049,35-39,M,29,7440,2,2.980000019,1,1
15586757,Male,39,134000,1,734352,936,108678,35-39,M,10,4423,1,1.460000038,1,1
15637593,Male,37,79000,1,734361,936,108680,35-39,M,16,12382,2,2.839999914,1,1
15596761,Male,36,125000,1,734381,936,108683,35-39,M,20,2938,1,1.350000024,1,1
15622585,Male,39,96000,1,747362,936,110861,35-39,M,15,4607,1,1.149999976,1,1
15796351,Male,36,118000,1,747369,936,110862,35-39,M,16,13355,2,3.180000067,1,1
15665760,Male,39,122000,1,747401,936,110867,35-39,M,22,2793,1,0.980000019,1,1
15699619,Male,36,99000,1,747439,936,110874,35-39,M,29,1662,0,0,1,1
15735549,Female,39,134000,1,710968,916,104287,35-39,F,27,5864,2,2.799999952,1,1
15795224,Female,36,126000,1,734925,936,108774,35-39,F,10,5024,1,1.409999967,1,1
15794253,Female,35,147000,1,734939,936,108776,35-39,F,16,104648,24,33.33000004,4,2
15753102,Female,35,97000,1,734968,936,108781,35-39,F,22,8504,3,3.340000093,1,1
15584320,Female,37,146000,1,735014,936,108788,35-39,F,29,12403,4,5.210000038,1,1
15734161,Female,37,93000,1,735032,936,108791,35-39,F,32,498,0,0,1,1
15713912,Female,37,78000,1,735043,936,108793,35-39,F,63,1357,0,0,1,1
15720745,Female,37,137000,1,738307,936,109788,35-39,F,31,3010,1,0.860000014,1,1
15594762,Female,39,75000,1,748007,936,110968,35-39,F,27,10164,2,3.720000029,1,1
15800515,Female,38,113000,1,779609,936,116059,35-39,F,15,7116,2,1.730000019,1,1
15724423,Female,40,75000,0,735065,936,108797,40-44,F,7,648,0,0,1,0
15691808,Female,40,72000,0,735140,936,108809,40-44,F,26,6907,2,2.349999964,1,0
15810075,Female,44,39000,0,735143,936,108810,40-44,F,27,39035,13,19.32999957,1,0
15680752,Female,43,133000,0,735151,936,108811,40-44,F,28,926,0,0,1,0
15598070,Female,40,60000,0,735184,936,108817,40-44,F,63,4412,1,1.450000048,1,0
15717893,Female,42,70000,0,735189,936,108818,40-44,F,64,9965,3,4.050000072,1,0
15785170,Female,42,75000,0,738408,936,109813,40-44,F,16,20233,4,5.590000153,3,0
15768293,Female,42,79000,0,738463,936,109826,40-44,F,21,542,0,0,1,0
15800215,Female,42,53000,0,738560,936,109844,40-44,F,64,1338,0,0,1,0
15739160,Male,42,80000,0,709614,916,104061,40-44,M,16,19113,4,5.5200001,1,0
15689237,Male,40,57000,0,709761,916,104085,40-44,M,16,2861,0,0,1,0
15642725,Male,40,59000,0,734582,936,108716,40-44,M,29,7709,2,1.320000052,2,0
15610801,Male,42,65000,0,734605,936,108720,40-44,M,36,834,0,0,1,0
15605327,Male,40,47000,0,737375,936,109565,40-44,M,10,1415,0,0,1,0
15582066,Male,40,78000,0,776631,936,115536,40-44,M,29,10960,2,2.890000105,1,0
15660541,Male,40,57000,0,776685,936,115545,40-44,M,16,7745,0,0,1,0
15794493,Male,40,57000,0,776686,936,115545,40-44,M,16,18709,2,3.319999933,1,0
15721592,Male,40,75000,0,776725,936,115552,40-44,M,23,2479,1,1.25999999,1,0
15583137,Male,40,61000,0,776780,936,115561,40-44,M,2,3812,2,3.049999952,1,0
15787550,Male,42,54000,0,776817,936,115567,40-44,M,10,12356,4,6.279999971,1,0
15769902,Male,42,65000,0,776892,936,115580,40-44,M,63,17488,5,7.719999909,1,0
15587177,Male,40,65000,0,777382,936,115675,40-44,M,24,3047,1,1.379999995,1,0
15709183,Male,42,54000,0,777495,936,115693,40-44,M,19,19581,7,10.42999983,2,0
15683758,Male,42,64000,0,777670,936,115723,40-44,M,16,23769,4,6.029999852,1,0
15813113,Male,40,107000,1,709756,916,104085,40-44,M,16,10976,2,1.690000057,1,1
15701537,Male,42,149000,1,709899,916,104108,40-44,M,15,1398,0,0,1,1
15673539,Male,42,73000,1,709901,916,104109,40-44,M,16,23817,7,8.470000148,1,1
15573926,Male,40,71000,1,737524,936,109601,40-44,M,30,2148,1,1.580000043,1,1
15577514,Male,43,129000,1,747489,936,110882,40-44,M,2,4016,2,1.480000049,1,1
15654456,Male,42,104000,1,747514,936,110886,40-44,M,16,14843,3,2.939999938,1,1
15800890,Female,40,142000,1,711623,916,104396,40-44,F,15,3812,1,1.129999995,2,1
15721007,Female,42,80000,1,735109,936,108804,40-44,F,21,708,0,0,1,1
15801336,Female,42,108000,1,738389,936,109808,40-44,F,10,27081,9,10.77000046,1,1
15705298,Female,43,112000,1,738413,936,109813,40-44,F,16,147159,36,58.16000044,3,1
15587419,Female,42,90000,1,738423,936,109816,40-44,F,18,21664,7,10.61999977,1,1
15715622,Female,44,139000,1,738436,936,109820,40-44,F,19,9112,4,5.460000038,1,1
15621083,Female,48,29000,1,711764,916,104419,45-49,F,10,11199,4,5.730000019,1,1
15736760,Female,47,49000,1,712052,916,104467,45-49,F,10,1448,0,0,1,1
15599081,Female,45,22000,1,735289,936,108834,45-49,F,27,20362,5,9.119999886,1,1
15633531,Female,47,30000,1,735298,936,108836,45-49,F,29,85412,28,38.63999999,2,1
15724536,Female,48,96000,1,738582,936,109848,45-49,F,10,46150,15,20.17999983,1,1
15795298,Female,48,134000,1,738592,936,109850,45-49,F,16,493821,116,176.3799977,4,1
15815236,Female,45,131000,1,738593,936,109850,45-49,F,16,92011,27,34.39000046,2,1
15746203,Female,47,144000,1,738598,936,109851,45-49,F,18,12956,4,5.49000001,1,1
15761950,Female,48,138000,1,738648,936,109859,45-49,F,26,111090,38,51.97000027,5,1
15733973,Female,47,113000,1,748230,936,111006,45-49,F,16,83929,21,27.72999954,4,1
15753861,Female,49,141000,1,748314,936,111020,45-49,F,31,7821,4,6.340000153,1,1
15619465,Female,48,30000,1,748341,936,111024,45-49,F,64,1363,0,0,1,1
15575247,Female,48,131000,1,776318,936,115484,45-49,F,15,3569,0,0,1,1
15639576,Female,47,107000,1,776373,936,115493,45-49,F,25,10194,4,4.590000033,2,1
15589715,Female,48,119000,1,776383,936,115495,45-49,F,23,1168,0,0,1,1
15629739,Female,47,51000,1,776416,936,115500,45-49,F,19,3659,1,0.49000001,1,1
15768072,Female,47,50000,1,776464,936,115508,45-49,F,29,7550,1,1.679999948,1,1
15646091,Female,46,32000,1,776469,936,115509,45-49,F,28,45397,15,25.41999936,1,1
15724150,Female,49,39000,1,776515,936,115517,45-49,F,65,12706,3,4.98999989,1,1
15668521,Female,48,35000,1,780830,936,116279,45-49,F,16,16053,3,4.079999924,1,1
15748589,Female,45,45000,1,780835,936,116279,45-49,F,16,54724,12,17.92999995,1,1
15691863,Female,46,41000,1,782337,936,116535,45-49,F,16,104578,29,39.25000095,1,1
15594041,Female,49,36000,1,951202,936,123627,45-49,F,26,5307,3,4.289999962,2,1
15733883,Male,47,25000,1,710360,916,104185,45-49,M,21,2182,1,1.529999971,1,1
15617482,Male,45,26000,1,737657,936,109633,45-49,M,18,7478,2,2.900000095,1,1
15704583,Male,46,28000,1,737674,936,109637,45-49,M,20,533,0,0,1,1
15649487,Male,45,22000,1,737766,936,109659,45-49,M,29,1447,0,0,1,1
15714658,Male,48,41000,1,747645,936,110908,45-49,M,10,9674,3,4.600000024,1,1
15705113,Male,46,23000,1,747678,936,110914,45-49,M,21,370,0,0,1,1
15631159,Male,47,20000,1,747712,936,110919,45-49,M,26,450,0,0,1,1
15792818,Male,49,28000,1,776623,936,115535,45-49,M,64,19353,6,9.4799999,1,1
15614187,Male,49,86000,1,776799,936,115564,45-49,M,20,10257,3,3.579999924,1,1
15646227,Male,46,79000,1,776935,936,115587,45-49,M,36,1136,0,0,1,1
15600379,Male,48,90000,1,777105,936,115615,45-49,M,63,4333,1,0.180000007,1,1
15764604,Male,49,88000,1,777410,936,115679,45-49,M,26,3490,1,1.340000033,1,1
15596522,Male,49,89000,1,779789,936,116089,45-49,M,10,11611,3,3.950000048,1,1
15747043,Male,46,117000,1,951105,936,123611,45-49,M,16,5894,1,1.539999962,1,1
15678201,Male,48,74000,1,1121589,1178,144622,45-49,M,10,464036,77,123.5500004,3,1
15742204,Male,45,32000,1,1121590,1178,144622,45-49,M,10,478480,75,135.7500012,3,1
15729908,Male,47,105000,1,1121592,1178,144622,45-49,M,10,428812,66,116.8800001,4,2
15671249,Male,46,88000,1,1121593,1178,144622,45-49,M,10,1177535,221,365.6600009,15,3
15670615,Male,48,33000,1,1121594,1178,144622,45-49,M,10,426500,72,128.2799988,4,1
15707634,Male,49,28000,1,1121597,1178,144623,45-49,M,15,54237,7,10.77999985,2,1
15672330,Male,47,34000,1,1121598,1178,144623,45-49,M,15,506916,89,133.6999986,2,2
15807837,Male,48,33000,1,1121602,1178,144624,45-49,M,16,915451,125,220.559999,6,1
15592570,Male,47,23000,1,1121603,1178,144624,45-49,M,16,159478,20,33.89999998,3,1
15791174,Male,46,59000,0,710045,916,104133,45-49,M,16,47224,12,15.82000017,1,0
15708196,Male,49,74000,0,710088,916,104140,45-49,M,24,2283,1,1.470000029,1,0
15622478,Male,47,43000,0,734660,936,108729,45-49,M,18,1299,0,0,2,0
15636023,Male,49,65000,0,734666,936,108730,45-49,M,19,371,0,0,1,0
15638646,Male,48,141000,0,734726,936,108740,45-49,M,29,10466,3,4.090000033,1,0
15675791,Male,45,79000,0,734737,936,108742,45-49,M,31,839,0,0,1,0
15766609,Female,47,47000,0,711785,916,104423,45-49,F,19,292,0,0,1,0
15697424,Female,46,22000,0,711877,916,104438,45-49,F,63,17572,7,9.379999995,1,0
15666675,Female,46,96000,0,735213,936,108822,45-49,F,10,73634,23,32.97999978,1,0
15617877,Female,46,82000,0,735220,936,108823,45-49,F,15,69708,20,31.28999949,1,0
15596984,Female,46,74000,0,735242,936,108826,45-49,F,19,530,0,0,1,0
